chr,source,id,start,end,.,strand,..,annotation,seqLen,geneName
chr5,refGene,transcript,110344730,110356094,.,+,.,gene_id Lrcol1; transcript_id NM_001310709;  gene_name Lrcol1;,11364,Lrcol1
chr8,refGene,transcript,70282999,70294361,.,+,.,gene_id Homer3; transcript_id NM_001146153;  gene_name Homer3;,11362,Homer3
chr3,refGene,transcript,10339956,10351317,.,-,.,gene_id Zfand1; transcript_id NM_001331014;  gene_name Zfand1;,11361,Zfand1
chr2,refGene,transcript,26593057,26604417,.,-,.,gene_id Agpat2; transcript_id NM_026212;  gene_name Agpat2;,11360,Agpat2
chr15,refGene,transcript,10600293,10611651,.,+,.,gene_id Gm10389; transcript_id NR_033541;  gene_name Gm10389;,11358,Gm10389
chr1,refGene,transcript,170874187,170885540,.,-,.,gene_id Dusp12; transcript_id NR_151477;  gene_name Dusp12;,11353,Dusp12
chr19,refGene,transcript,11629499,11640851,.,-,.,gene_id Ms4a3; transcript_id NM_133246;  gene_name Ms4a3;,11352,Ms4a3
chr10,refGene,transcript,130418261,130429612,.,-,.,gene_id Vmn2r85; transcript_id NM_001102602;  gene_name Vmn2r85;,11351,Vmn2r85
chr3,refGene,transcript,100426405,100437754,.,+,.,gene_id 4930406D18Rik; transcript_id NR_040543;  gene_name 4930406D18Rik;,11349,4930406D18Rik
chr1,refGene,transcript,93305964,93317312,.,+,.,gene_id Gm28535; transcript_id NR_151531;  gene_name Gm28535;,11348,Gm28535
chr4,refGene,transcript,155946253,155957601,.,+,.,gene_id Gm5801; transcript_id NR_002889_2;  gene_name Gm5801;,11348,Gm5801
chr2,refGene,transcript,177828991,177840336,.,-,.,gene_id Gm14325; transcript_id NM_001024849;  gene_name Gm14325;,11345,Gm14325
chr1,refGene,transcript,191306787,191318131,.,-,.,gene_id Nenf; transcript_id NM_025424;  gene_name Nenf;,11344,Nenf
chr2,refGene,transcript,112247948,112259291,.,-,.,gene_id Nutm1; transcript_id NM_172521;  gene_name Nutm1;,11343,Nutm1
chrX,refGene,transcript,37530468,37541809,.,+,.,gene_id Rhox2e; transcript_id NM_001085348;  gene_name Rhox2e;,11341,Rhox2e
chr4,refGene,transcript,40920056,40931395,.,+,.,gene_id Spink4; transcript_id NM_011463;  gene_name Spink4;,11339,Spink4
chr11,refGene,transcript,106768204,106779537,.,-,.,gene_id Polg2; transcript_id NM_015810;  gene_name Polg2;,11333,Polg2
chr1,refGene,transcript,91351073,91362404,.,+,.,gene_id Klhl30; transcript_id NM_027551;  gene_name Klhl30;,11331,Klhl30
chr15,refGene,transcript,79516408,79527739,.,+,.,gene_id Kdelr3; transcript_id NM_134090;  gene_name Kdelr3;,11331,Kdelr3
chr8,refGene,transcript,109726451,109737780,.,-,.,gene_id Atxn1l; transcript_id NM_001368350;  gene_name Atxn1l;,11329,Atxn1l
chr4,refGene,transcript,107209144,107220472,.,+,.,gene_id Ldlrad1; transcript_id NM_001081272;  gene_name Ldlrad1;,11328,Ldlrad1
chr11,refGene,transcript,96849876,96861202,.,+,.,gene_id Copz2; transcript_id NM_019877;  gene_name Copz2;,11326,Copz2
chr2,refGene,transcript,166447451,166458770,.,+,.,gene_id 5031425F14Rik; transcript_id NR_015558;  gene_name 5031425F14Rik;,11319,5031425F14Rik
chr2,refGene,transcript,165276522,165287838,.,-,.,gene_id Slc35c2; transcript_id NM_144893;  gene_name Slc35c2;,11316,Slc35c2
chr14,refGene,transcript,70457517,70468824,.,+,.,gene_id Phyhip; transcript_id NM_145981;  gene_name Phyhip;,11307,Phyhip
chr15,refGene,transcript,89089038,89100339,.,+,.,gene_id Selenoo; transcript_id NM_027905;  gene_name Selenoo;,11301,Selenoo
chr1,refGene,transcript,64606473,64617764,.,-,.,gene_id Mettl21a; transcript_id NM_001368284;  gene_name Mettl21a;,11291,Mettl21a
chr8,refGene,transcript,72189668,72200958,.,+,.,gene_id Hsh2d; transcript_id NM_197944;  gene_name Hsh2d;,11290,Hsh2d
chr13,refGene,transcript,33324077,33335366,.,+,.,gene_id Serpinb9f; transcript_id NM_183197;  gene_name Serpinb9f;,11289,Serpinb9f
chr5,refGene,transcript,109286269,109297556,.,-,.,gene_id Vmn2r15; transcript_id NM_001104626;  gene_name Vmn2r15;,11287,Vmn2r15
chr7,refGene,transcript,30653708,30664994,.,-,.,gene_id Haus5; transcript_id NM_027999;  gene_name Haus5;,11286,Haus5
chr16,refGene,transcript,5233621,5244907,.,+,.,gene_id Alg1; transcript_id NM_145362;  gene_name Alg1;,11286,Alg1
chr11,refGene,transcript,32188997,32200279,.,-,.,gene_id Il9r; transcript_id NM_008374;  gene_name Il9r;,11282,Il9r
chr11,refGene,transcript,116657108,116668389,.,+,.,gene_id Prcd; transcript_id NM_001163318;  gene_name Prcd;,11281,Prcd
chr2,refGene,transcript,101638252,101649532,.,-,.,gene_id Rag1; transcript_id NM_009019;  gene_name Rag1;,11280,Rag1
chr7,refGene,transcript,128192050,128203328,.,-,.,gene_id 4931431B13Rik; transcript_id NR_045183;  gene_name 4931431B13Rik;,11278,4931431B13Rik
chr11,refGene,transcript,59461197,59472474,.,-,.,gene_id Zfp867; transcript_id NM_178417;  gene_name Zfp867;,11277,Zfp867
chr7,refGene,transcript,12897809,12909083,.,+,.,gene_id Zscan22; transcript_id NM_001290442;  gene_name Zscan22;,11274,Zscan22
chr8,refGene,transcript,70172408,70183681,.,+,.,gene_id Tmem161a; transcript_id NM_145597;  gene_name Tmem161a;,11273,Tmem161a
chr5,refGene,transcript,120896257,120907525,.,-,.,gene_id Oas1a; transcript_id NM_145211;  gene_name Oas1a;,11268,Oas1a
chr9,refGene,transcript,107327082,107338350,.,-,.,gene_id Hemk1; transcript_id NM_133984;  gene_name Hemk1;,11268,Hemk1
chr10,refGene,transcript,95417375,95428640,.,+,.,gene_id 5730420D15Rik; transcript_id NR_045338;  gene_name 5730420D15Rik;,11265,5730420D15Rik
chr1,refGene,transcript,192844488,192855752,.,-,.,gene_id Sertad4; transcript_id NM_198247;  gene_name Sertad4;,11264,Sertad4
chr3,refGene,transcript,53451996,53463258,.,-,.,gene_id Nhlrc3; transcript_id NM_172501;  gene_name Nhlrc3;,11262,Nhlrc3
chr11,refGene,transcript,74898080,74909340,.,+,.,gene_id Tsr1; transcript_id NM_177325;  gene_name Tsr1;,11260,Tsr1
chr9,refGene,transcript,22002988,22014245,.,+,.,gene_id Prkcsh; transcript_id NM_001293650;  gene_name Prkcsh;,11257,Prkcsh
chr5,refGene,transcript,145128770,145140025,.,-,.,gene_id Pdap1; transcript_id NM_001033313;  gene_name Pdap1;,11255,Pdap1
chr4,refGene,transcript,65604986,65616240,.,+,.,gene_id Trim32; transcript_id NM_001161782;  gene_name Trim32;,11254,Trim32
chrX,refGene,transcript,134686519,134697772,.,+,.,gene_id Armcx4; transcript_id NM_001202500;  gene_name Armcx4;,11253,Armcx4
chr1,refGene,transcript,34579693,34590944,.,+,.,gene_id Amer3; transcript_id NM_213727;  gene_name Amer3;,11251,Amer3
chr17,refGene,transcript,24414646,24425897,.,+,.,gene_id Rnps1; transcript_id NM_001357626;  gene_name Rnps1;,11251,Rnps1
chr10,refGene,transcript,127849928,127861176,.,+,.,gene_id Rdh19; transcript_id NM_147222;  gene_name Rdh19;,11248,Rdh19
chr13,refGene,transcript,35895104,35906347,.,-,.,gene_id Rpp40; transcript_id NM_145938;  gene_name Rpp40;,11243,Rpp40
chr16,refGene,transcript,36119946,36131189,.,-,.,gene_id Csta1; transcript_id NM_001033239;  gene_name Csta1;,11243,Csta1
chr13,refGene,transcript,24801657,24812899,.,+,.,gene_id BC005537; transcript_id NM_024473;  gene_name BC005537;,11242,BC005537
chr6,refGene,transcript,47819266,47830505,.,-,.,gene_id Zfp786; transcript_id NM_177882;  gene_name Zfp786;,11239,Zfp786
chrX,refGene,transcript,98937781,98949020,.,+,.,gene_id Yipf6; transcript_id NM_207633;  gene_name Yipf6;,11239,Yipf6
chr13,refGene,transcript,33249608,33260846,.,+,.,gene_id Serpinb9e; transcript_id NM_011456;  gene_name Serpinb9e;,11238,Serpinb9e
chr17,refGene,transcript,33955800,33967038,.,+,.,gene_id Vps52; transcript_id NM_172620;  gene_name Vps52;,11238,Vps52
chr10,refGene,transcript,80832801,80844039,.,-,.,gene_id Lingo3; transcript_id NM_001013758;  gene_name Lingo3;,11238,Lingo3
chr9,refGene,transcript,59707637,59718873,.,+,.,gene_id Gramd2; transcript_id NM_001357686;  gene_name Gramd2;,11236,Gramd2
chr10,refGene,transcript,67962478,67973708,.,-,.,gene_id 4930521O17Rik; transcript_id NR_152797;  gene_name 4930521O17Rik;,11230,4930521O17Rik
chr13,refGene,transcript,4268172,4279399,.,-,.,gene_id Akr1c12; transcript_id NM_013777;  gene_name Akr1c12;,11227,Akr1c12
chr5,refGene,transcript,123035789,123047016,.,-,.,gene_id Morn3; transcript_id NR_153115;  gene_name Morn3;,11227,Morn3
chr17,refGene,transcript,27122665,27133891,.,-,.,gene_id Uqcc2; transcript_id NM_001364944;  gene_name Uqcc2;,11226,Uqcc2
chr4,refGene,transcript,152274112,152285337,.,+,.,gene_id Gpr153; transcript_id NM_001374784;  gene_name Gpr153;,11225,Gpr153
chr15,refGene,transcript,34484022,34495246,.,-,.,gene_id Rida; transcript_id NM_008287;  gene_name Rida;,11224,Rida
chrY,refGene,transcript,2900989,2912210,.,+,.,gene_id Gm4064; transcript_id NM_001270518;  gene_name Gm4064;,11221,Gm4064
chrY,refGene,transcript,2900989,2912210,.,+,.,gene_id Gm10352; transcript_id NM_001270511;  gene_name Gm10352;,11221,Gm10352
chrY,refGene,transcript,2900989,2912210,.,+,.,gene_id Gm10256; transcript_id NM_001270510;  gene_name Gm10256;,11221,Gm10256
chr16,refGene,transcript,4639945,4651166,.,+,.,gene_id Vasn; transcript_id NM_139307;  gene_name Vasn;,11221,Vasn
chr19,refGene,transcript,8837467,8848683,.,+,.,gene_id Bscl2; transcript_id NM_001136064;  gene_name Bscl2;,11216,Bscl2
chr17,refGene,transcript,84078660,84089875,.,+,.,gene_id 4933433H22Rik; transcript_id NR_045458;  gene_name 4933433H22Rik;,11215,4933433H22Rik
chr17,refGene,transcript,31520115,31531325,.,+,.,gene_id Ndufv3; transcript_id NM_030087;  gene_name Ndufv3;,11210,Ndufv3
chr13,refGene,transcript,33484790,33496000,.,+,.,gene_id Serpinb9g; transcript_id NM_011455;  gene_name Serpinb9g;,11210,Serpinb9g
chr8,refGene,transcript,3610090,3621296,.,-,.,gene_id Xab2; transcript_id NM_026156;  gene_name Xab2;,11206,Xab2
chr11,refGene,transcript,98646759,98657964,.,+,.,gene_id Gsdma2; transcript_id NM_029727;  gene_name Gsdma2;,11205,Gsdma2
chr6,refGene,transcript,113366633,113377838,.,-,.,gene_id Tada3; transcript_id NM_001372392;  gene_name Tada3;,11205,Tada3
chr9,refGene,transcript,119220491,119231692,.,-,.,gene_id Slc22a13b; transcript_id NR_033303;  gene_name Slc22a13b;,11201,Slc22a13b
chr12,refGene,transcript,54645374,54656572,.,-,.,gene_id Sptssa; transcript_id NM_134054;  gene_name Sptssa;,11198,Sptssa
chr11,refGene,transcript,5054131,5065327,.,-,.,gene_id Gas2l1; transcript_id NM_030228;  gene_name Gas2l1;,11196,Gas2l1
chr4,refGene,transcript,123183504,123194699,.,+,.,gene_id Hpcal4; transcript_id NM_174998;  gene_name Hpcal4;,11195,Hpcal4
chr6,refGene,transcript,129461591,129472785,.,-,.,gene_id Clec7a; transcript_id NM_001309637;  gene_name Clec7a;,11194,Clec7a
chr9,refGene,transcript,57521232,57532426,.,+,.,gene_id Cox5a; transcript_id NM_007747;  gene_name Cox5a;,11194,Cox5a
chr10,refGene,transcript,128880524,128891718,.,-,.,gene_id Gdf11; transcript_id NM_010272;  gene_name Gdf11;,11194,Gdf11
chr2,refGene,transcript,164662894,164674087,.,-,.,gene_id Wfdc11; transcript_id NM_001161806;  gene_name Wfdc11;,11193,Wfdc11
chr13,refGene,transcript,67440431,67451624,.,-,.,gene_id Zfp874a; transcript_id NM_177712;  gene_name Zfp874a;,11193,Zfp874a
chr2,refGene,transcript,91202912,91214098,.,+,.,gene_id Acp2; transcript_id NM_001357067;  gene_name Acp2;,11186,Acp2
chr3,refGene,transcript,89753448,89764632,.,-,.,gene_id Chrnb2; transcript_id NM_009602;  gene_name Chrnb2;,11184,Chrnb2
chr13,refGene,transcript,114818237,114829420,.,+,.,gene_id Mocs2; transcript_id NM_001113375;  gene_name Mocs2;,11183,Mocs2
chr15,refGene,transcript,81915030,81926213,.,-,.,gene_id Polr3h; transcript_id NM_030229;  gene_name Polr3h;,11183,Polr3h
chr15,refGene,transcript,89059726,89070907,.,+,.,gene_id Panx2; transcript_id NM_001002005;  gene_name Panx2;,11181,Panx2
chr19,refGene,transcript,5377523,5388703,.,-,.,gene_id Sart1; transcript_id NM_016882;  gene_name Sart1;,11180,Sart1
chr14,refGene,transcript,34511621,34522801,.,-,.,gene_id 9230112D13Rik; transcript_id NM_030062;  gene_name 9230112D13Rik;,11180,9230112D13Rik
chr9,refGene,transcript,58488603,58499780,.,+,.,gene_id Insyn1; transcript_id NM_176921;  gene_name Insyn1;,11177,Insyn1
chr8,refGene,transcript,121530777,121541954,.,-,.,gene_id 1700018B08Rik; transcript_id NM_029597;  gene_name 1700018B08Rik;,11177,1700018B08Rik
chr1,refGene,transcript,39535701,39546877,.,+,.,gene_id Cnot11; transcript_id NM_028043;  gene_name Cnot11;,11176,Cnot11
chr2,refGene,transcript,84798828,84810003,.,+,.,gene_id Ube2l6; transcript_id NM_019949;  gene_name Ube2l6;,11175,Ube2l6
chr11,refGene,transcript,78394485,78405657,.,+,.,gene_id Slc13a2os; transcript_id NR_003282;  gene_name Slc13a2os;,11172,Slc13a2os
chr9,refGene,transcript,56917200,56928371,.,-,.,gene_id Snx33; transcript_id NM_175483;  gene_name Snx33;,11171,Snx33
chrX,refGene,transcript,7411817,7422988,.,-,.,gene_id 2010204K13Rik; transcript_id NR_027924;  gene_name 2010204K13Rik;,11171,2010204K13Rik
chr7,refGene,transcript,140763819,140774990,.,+,.,gene_id Cyp2e1; transcript_id NM_021282;  gene_name Cyp2e1;,11171,Cyp2e1
chr7,refGene,transcript,46976632,46987803,.,+,.,gene_id Gm9999; transcript_id NR_033461;  gene_name Gm9999;,11171,Gm9999
chr11,refGene,transcript,97013569,97024739,.,+,.,gene_id Sp6; transcript_id NM_031183;  gene_name Sp6;,11170,Sp6
chr8,refGene,transcript,34135572,34146739,.,-,.,gene_id Leprotl1; transcript_id NM_026609;  gene_name Leprotl1;,11167,Leprotl1
chr2,refGene,transcript,27009926,27021089,.,+,.,gene_id Cacfd1; transcript_id NM_029862;  gene_name Cacfd1;,11163,Cacfd1
chr13,refGene,transcript,91796533,91807696,.,-,.,gene_id Zcchc9; transcript_id NM_145453;  gene_name Zcchc9;,11163,Zcchc9
chr10,refGene,transcript,75506814,75517972,.,-,.,gene_id Gucd1; transcript_id NM_001347201;  gene_name Gucd1;,11158,Gucd1
chr15,refGene,transcript,10474779,10485937,.,-,.,gene_id Brix1; transcript_id NM_026396;  gene_name Brix1;,11158,Brix1
chr12,refGene,transcript,35992925,36004081,.,+,.,gene_id Agr2; transcript_id NM_011783;  gene_name Agr2;,11156,Agr2
chr10,refGene,transcript,100351091,100362247,.,+,.,gene_id Gm4302; transcript_id NM_001166634_2;  gene_name Gm4302;,11156,Gm4302
chr19,refGene,transcript,4164324,4175479,.,-,.,gene_id Carns1; transcript_id NM_134148;  gene_name Carns1;,11155,Carns1
chr16,refGene,transcript,30256379,30267532,.,-,.,gene_id Cpn2; transcript_id NM_027904;  gene_name Cpn2;,11153,Cpn2
chr14,refGene,transcript,16238656,16249808,.,-,.,gene_id Oxsm; transcript_id NM_027695;  gene_name Oxsm;,11152,Oxsm
chr1,refGene,transcript,75180861,75192010,.,-,.,gene_id Atg9a; transcript_id NR_109938;  gene_name Atg9a;,11149,Atg9a
chr2,refGene,transcript,125136692,125147841,.,+,.,gene_id Ctxn2; transcript_id NM_001162934;  gene_name Ctxn2;,11149,Ctxn2
chr11,refGene,transcript,115420126,115431274,.,+,.,gene_id Kctd2; transcript_id NM_183285;  gene_name Kctd2;,11148,Kctd2
chr6,refGene,transcript,86386006,86397150,.,-,.,gene_id Pcyox1; transcript_id NM_025823;  gene_name Pcyox1;,11144,Pcyox1
chr19,refGene,transcript,8967041,8978180,.,+,.,gene_id Eef1g; transcript_id NM_026007;  gene_name Eef1g;,11139,Eef1g
chr12,refGene,transcript,109589193,109600330,.,-,.,gene_id Rtl1; transcript_id NM_184109;  gene_name Rtl1;,11137,Rtl1
chr2,refGene,transcript,91625320,91636457,.,-,.,gene_id F2; transcript_id NM_010168;  gene_name F2;,11137,F2
chr1,refGene,transcript,131527903,131539035,.,+,.,gene_id Fam72a; transcript_id NM_175382;  gene_name Fam72a;,11132,Fam72a
chr17,refGene,transcript,6306344,6317474,.,-,.,gene_id Dynlt1a; transcript_id NM_001166629;  gene_name Dynlt1a;,11130,Dynlt1a
chr5,refGene,transcript,34176580,34187710,.,-,.,gene_id Mxd4; transcript_id NM_010753;  gene_name Mxd4;,11130,Mxd4
chr1,refGene,transcript,38939149,38950276,.,+,.,gene_id Nms; transcript_id NM_001311788;  gene_name Nms;,11127,Nms
chr6,refGene,transcript,113424634,113435760,.,-,.,gene_id Cidec; transcript_id NM_001301295;  gene_name Cidec;,11126,Cidec
chrX,refGene,transcript,153685154,153696280,.,-,.,gene_id Kctd12b; transcript_id NM_175429;  gene_name Kctd12b;,11126,Kctd12b
chr17,refGene,transcript,55938375,55949500,.,-,.,gene_id Zfp119b; transcript_id NM_001310337;  gene_name Zfp119b;,11125,Zfp119b
chr3,refGene,transcript,14363117,14374239,.,+,.,gene_id Gm6300; transcript_id NR_033591;  gene_name Gm6300;,11122,Gm6300
chr15,refGene,transcript,81686167,81697287,.,-,.,gene_id Chadl; transcript_id NM_001164320;  gene_name Chadl;,11120,Chadl
chr7,refGene,transcript,44708730,44719848,.,+,.,gene_id Izumo2; transcript_id NM_001368390;  gene_name Izumo2;,11118,Izumo2
chr17,refGene,transcript,48247729,48258847,.,+,.,gene_id Trem3; transcript_id NM_021407;  gene_name Trem3;,11118,Trem3
chr7,refGene,transcript,4137056,4148173,.,+,.,gene_id Leng8; transcript_id NM_172736;  gene_name Leng8;,11117,Leng8
chr5,refGene,transcript,139791536,139802652,.,+,.,gene_id Mafk; transcript_id NM_010757;  gene_name Mafk;,11116,Mafk
chr9,refGene,transcript,50494525,50505639,.,+,.,gene_id Plet1; transcript_id NM_029639;  gene_name Plet1;,11114,Plet1
chr5,refGene,transcript,66676121,66687234,.,+,.,gene_id Uchl1; transcript_id NM_011670;  gene_name Uchl1;,11113,Uchl1
chr7,refGene,transcript,16175395,16186508,.,+,.,gene_id Meis3; transcript_id NM_008627;  gene_name Meis3;,11113,Meis3
chr7,refGene,transcript,43607169,43618279,.,+,.,gene_id Zfp819; transcript_id NM_001355131;  gene_name Zfp819;,11110,Zfp819
chr5,refGene,transcript,137034998,137046108,.,-,.,gene_id Ap1s1; transcript_id NM_007457;  gene_name Ap1s1;,11110,Ap1s1
chr1,refGene,transcript,184871926,184883036,.,-,.,gene_id C130074G19Rik; transcript_id NM_178692;  gene_name C130074G19Rik;,11110,C130074G19Rik
chr5,refGene,transcript,150507055,150518159,.,-,.,gene_id Zar1l; transcript_id NM_001159693;  gene_name Zar1l;,11104,Zar1l
chr2,refGene,transcript,175372436,175383539,.,+,.,gene_id Zfp968; transcript_id NM_001374746;  gene_name Zfp968;,11103,Zfp968
chr1,refGene,transcript,161240112,161251210,.,-,.,gene_id Prdx6; transcript_id NM_007453;  gene_name Prdx6;,11098,Prdx6
chr4,refGene,transcript,142017898,142028995,.,+,.,gene_id 4930455G09Rik; transcript_id NR_131014;  gene_name 4930455G09Rik;,11097,4930455G09Rik
chr1,refGene,transcript,133910304,133921401,.,-,.,gene_id Prelp; transcript_id NM_054077;  gene_name Prelp;,11097,Prelp
chr18,refGene,transcript,24009717,24020813,.,-,.,gene_id Zfp24; transcript_id NM_021559;  gene_name Zfp24;,11096,Zfp24
chrX,refGene,transcript,169176114,169187209,.,-,.,gene_id Amelx; transcript_id NM_001081978;  gene_name Amelx;,11095,Amelx
chr15,refGene,transcript,5097439,5108533,.,-,.,gene_id Card6; transcript_id NM_001163138;  gene_name Card6;,11094,Card6
chr2,refGene,transcript,24949777,24960870,.,+,.,gene_id Zmynd19; transcript_id NM_026021;  gene_name Zmynd19;,11093,Zmynd19
chr4,refGene,transcript,130944385,130955476,.,+,.,gene_id Matn1; transcript_id NM_010769;  gene_name Matn1;,11091,Matn1
chrX,refGene,transcript,7067515,7078606,.,+,.,gene_id Akap4; transcript_id NM_009651;  gene_name Akap4;,11091,Akap4
chr3,refGene,transcript,137289617,137300708,.,+,.,gene_id Gm567; transcript_id NR_163863;  gene_name Gm567;,11091,Gm567
chr17,refGene,transcript,56068249,56079333,.,-,.,gene_id Ubxn6; transcript_id NM_024432;  gene_name Ubxn6;,11084,Ubxn6
chr19,refGene,transcript,3896050,3907133,.,-,.,gene_id Tcirg1; transcript_id NM_001136091;  gene_name Tcirg1;,11083,Tcirg1
chr19,refGene,transcript,10870661,10881743,.,-,.,gene_id Tmem109; transcript_id NM_134142;  gene_name Tmem109;,11082,Tmem109
chr3,refGene,transcript,95296094,95307176,.,-,.,gene_id Anxa9; transcript_id NM_023628;  gene_name Anxa9;,11082,Anxa9
chr11,refGene,transcript,62778387,62789468,.,-,.,gene_id Zfp286; transcript_id NM_001364097;  gene_name Zfp286;,11081,Zfp286
chr19,refGene,transcript,43663801,43674881,.,-,.,gene_id Slc25a28; transcript_id NM_001356944;  gene_name Slc25a28;,11080,Slc25a28
chr14,refGene,transcript,63182445,63193525,.,-,.,gene_id Neil2; transcript_id NM_201610;  gene_name Neil2;,11080,Neil2
chr1,refGene,transcript,133679029,133690108,.,-,.,gene_id Lax1; transcript_id NM_001159649;  gene_name Lax1;,11079,Lax1
chrX,refGene,transcript,37657688,37668764,.,-,.,gene_id Rhox3h; transcript_id NM_001114157;  gene_name Rhox3h;,11076,Rhox3h
